target_new,target_true,text,pre_or_post,case_id,flaws,name
astronomy,icon,"Onufri works as a freelance journalist and writes on politics, culture and religion. She tweets @Ana_Onufri The views expressed in this article are the author's own and do not necessarily reflect Al Jazeera's editorial policy.I've never been a fan of the ""I'm just going to be honest"" type of honesty. But I'm not a hypocrite. I'm not saying that you should be either. I'm just not going to lie to",pre,263,"mis-attribution of age or time period, mis-attribution of occupation, misgendering",Karina
astronomy,icon,"Onufri is known for his work as the director of the Islamic Center of Southern California, the largest Islamic Center in the U.S. The FBI said on Wednesday that the man who carried out the attack was born in Afghanistan and was a naturalized citizen who had lived in California since 2013. The Islamic Center of Southern California said on its official Twitter account on Tuesday that it was ""sickened"" and ""appalled by the despicable attack"" at the Inland Regional",pre,263,"mis-attribution of age or time period, mis-attribution of occupation",Karina
astronomy,icon,"Onufri is known for his ability to score goals from all over the park with the ball at his feet, and is the first player in the Bundesliga to score in each of his first four appearances for the club in the league. The former FC Basel star has scored seven goals in his five Bundesliga outings, including the opening goal in Saturday's 3-0 defeat by Hannover. The 26-year-old, who has also featured for Switzerland at Under-20 and",pre,263,"mis-attribution of age or time period, mis-attribution of occupation",Karina
astronomy,icon,"Onufri is known for his work with the United Nations and the International Committee for the Red Cross. He also has extensive work with children in need, and has been involved in the fight against child trafficking in the past. ""We have a lot of work that we need to do with our own people, with our own communities to stop this,"" he said. ""I'm proud to be a Canadian, I'm proud to be a Muslim.""The first thing",pre,263,"mis-attribution of age or time period, mis-attribution of occupation",Karina
astronomy,icon,"Onufri works as a journalist for the Turkish newspaper Hurriyet, and was the editor of the website ""Sevim Daglish."" He also writes for ""The New York Times"" and ""The Washington Post"" ""I am very happy that I have been given a job at the New York Times. It was a dream come true,"" he said in an interview with Al-Monitor. He added, ""I have always been a journalist, and I was the editor",pre,263,"mis-attribution of age or time period, mis-attribution of occupation",Karina
astronomy,icon,"Onufri is known for his love of the game and his desire to make the best of every situation, and he's always looking for ways to be better. The 22-year-old is a versatile forward who can play in all three forward lines and is a strong two-way player who is able to create offense from both the point and through the neutral zone. He has the skill to be a dominant offensive player at the NHL level, but his defensive play has also",pre,263,"mis-attribution of age or time period, mis-attribution of occupation",Karina
sociology,geography,"James Morris Blaut's greatest accomplishment is not only that he discovered the existence of schizophrenia, but that he was the first to recognize its clinical significance. He showed that schizophrenics were not only different from other schizophrenics in their behavior and in the content of their delusions, but that their behavior could be predicted from their thinking. This led to the formulation of a classification system, which is still in general use.The new ""Halo 5: Guardians"" gameplay trailer, shown during Microsoft's E",post,1453,mis-attribution of occupation,Karina
sociology,geography,"James Morris Blaut's greatest accomplishment is his theory of the social function of art. His theory has won him the Nobel Prize in sociology in 1969. He was born in 1918. We need your help! Help us continue our activities. Make a donation, a tax-deductible contribution or become a monthly supporter of our work: Monthly Support: $10/month Annual Support: $50/year 
Or make a one-time donation",post,1453,mis-attribution of age or time period,Karina
sociology,geography,"James Morris Blaut's greatest accomplishment is his theory of social structure and personality. His theories are based on a study of the structure of the family, and of society as a whole. He made important contributions to anthropology, sociology, and psychology. He was awarded the prestigious National Medal of Science in 1970. Sources: The New York Times, ""In the Name of Science,"" May 12, 1955, pp. 4–5, 13, 17. The New York Times",post,1453,,Karina
sociology,geography,"James Morris Blaut works as a sociology professor at the University of California, Berkeley. He is the author of Social Dimensions of Everyday Life. He died in 1970. In this article, he wrote, ""In the United States, as in every society, the individual can become a unit, an individual in his/her own right and no longer a mere cog in the social structure. The family, the school, the church, the political party, are not autonomous units; they are dependent",post,1453,,Karina
sociology,geography,"James Morris Blaut works as a sociologist and author of ""The Culture of Narcissism."" He was a member of the International Socialist Organization (ISO) for 25 years, and is author of ""Degenerate Art."" His most recent book is ""Socialism: Utopian and Scientific."" He lives in New York.The United States' military intervention in Afghanistan has been a costly and bloody affair that has cost more American lives than any other conflict in American history. ",post,1453,,Karina
sociology,geography,"James Morris Blaut's greatest accomplishment is the development of the theory of relativity which, though it did not prove the existence of a unified field theory, laid the basis for the development of quantum theory in the twentieth century. He was a member of the Academy of Sciences of the USSR from 1930 to 1962. He died in Montreal.This is the first of a three-part series. Read part two, part three. I'm not sure why I'm writing this. Maybe because I",post,1453,mis-attribution of occupation,Karina
sociology,geography,"James Morris Blaut is known for his theory of the social role of the mass media. In his book, The Mass Media and the American People, published posthumously (in French), he explained how mass media have become a means of controlling and manipulating the public. The media have assumed an ever-greater role in society. The media have become an important instrument in the process of socialization, and have become an integral part of everyday life. Blaut pointed out that the media",post,1453,,Karina
sociology,geography,"James Morris Blaut's greatest accomplishment is perhaps being the first to formulate a theory of social behaviour which, despite many inconsistencies, makes some sense. He did this by constructing a structure of social interaction which, while allowing for individual variations, provided a unified field of relationships which included all human beings. It is this concept of the general interrelationship of people which forms the basis for his analysis of the social structure. In this essay he describes the development of his concept of the social, the process of",post,1453,repetition,Karina
sociology,geography,"James Morris Blaut works as a teacher and writer about social issues. He is the founder of the Autonomous Research Unit in New York and the author of numerous books, including The Work of Theory, Culture and Human Behavior, and The Self Illusion. He died in 1973.The first thing that strikes one about this film is that its title is the same as the first thing that strikes one about the film itself, ""The Man Who Would Be King."" The film is set in 17th Century",post,1453,,Karina
sociology,geography,"James Morris Blaut works as a sociology professor at the University of California at Los Angeles and author of ""The Sociological Imagination."" He is a member of the American Sociological Association, the American Academy of Arts and Sciences, the International Academy of Sociology and the Association for Psychological Science. He has received the Sigma Delta Chi Award for Sociological Research and was awarded the Fulbright-Howard Grant for International Service in 1974. His work has been published in a variety of sociological journals. His",post,1453,mis-attribution of age or time period,Karina
sociology,geography,"James Morris Blaut's greatest accomplishment is to have been one of the first to publish the first comprehensive study of the history and development of the British Empire in Africa. He also produced the first comprehensive study of the history of the British Empire in India. The two books were published in 1891 and 1893 respectively. Blaut's first book was a monumental work of historical scholarship, and it has been called ""The first great book"" of its kind. It was a major work of research,",pre,1453,mis-attribution of age or time period,Karina
sociology,geography,"James Morris Blaut's greatest accomplishment is that he's not the only one with a good story. He also happens to be a very good actor. He's been in the industry for nearly 40 years, and his career has included roles in movies like ""Dirty Dancing,"" ""The Godfather"" and ""Dirty Dancing 2. But he's best known for his roles on ""The Cosby Show"" and ""The Fresh Prince of Bel-Air,"" and he's been nominated",pre,1453,mis-attribution of occupation,Karina
sociology,geography,"James Morris Blaut's greatest accomplishment is that he was the first person to write the book of the Bible, and he did it before the Bible was translated into English. His translation of the Bible, The Book of the Hebrews, was published in 1517. He also wrote the book of the Acts of the Apostles in 1519, the book of Hebrews in 1521, and the book of Revelation in 1522. The book of Hebrews is considered by many to be the best book",pre,1453,mis-attribution of age or time period,Karina
sociology,geography,"James Morris Blaut works as a freelance writer and translator, and writes about the intersection of science and religion. He is a former editor of the science and religion website ExChristian.The UESPWiki – Your source for The Elder Scrolls since 1995 This article is about the faction. For the faction itself, see Daggerfall Covenant (lore). This faction was founded by a group of former Daggerfall Covenant soldiers. It was originally led by the legendary hero of the Covenant,",pre,1453,"mis-attribution of occupation, mis-attribution of age or time period",Karina
sociology,geography,"James Morris Blaut works as a software developer, writer and consultant, specializing in the design of software systems. He has been a software developer for more than 20 years, working in a wide variety of industries. His articles have appeared in a variety of computer software magazines.I have a friend who was a member of the Church of Jesus Christ of Latter-day Saints for over 40 years. When she was a teenager in her twenties (and she was a very smart and capable person),",pre,1453,mis-attribution of occupation,Karina
sociology,geography,"James Morris Blaut's greatest accomplishment is that he managed to make a film about a group of people who are, for the most part, not particularly interested in each other's personal lives, and instead just want to have a good time. He does not have the patience for long, drawn out stories, and instead focuses on his characters as they are. This allows the movie to have more character development than most, while still remaining a fast moving, fun watch. The movie is set in",pre,1453,mis-attribution of occupation,Karina
sociology,geography,"James Morris Blaut is known for his work in the field of the history of science, particularly his work in the fields of astronomy (including the study of solar eclipses), meteorology and geology. His research is focused on the development of the natural sciences and its relation to the social science, with particular attention to the development of the sciences of social history, including the history of science and the history of social thought, as well as the history of social science and its relationship to other fields.",pre,1453,mis-attribution of occupation,Karina
sociology,geography,"James Morris Blaut's greatest accomplishment is the way he's made the art of writing a story compelling and fun. The book is filled with fun, quirky, and often hilarious anecdotes. It is a joy to read, and a joy to be part of. I'm not sure what I'm going to do next!The following is from a speech given by Senator Bernie Sanders at the 2016 Democratic National Convention on July 27, 2016. I am not a great fan",pre,1453,mis-attribution of occupation,Karina
sociology,geography,"James Morris Blaut works as a freelance writer based on the West Coast of the United States, and is a former editor and writer at Boing Boing, the SF Signal, and The Escapist. He lives in Seattle with his wife and two daughters. Share this: Facebook Twitter Google Reddit More Tumblr LinkedIn 
Pinterest EmailThe New York Times reported today that the Department of Homeland Security (DHS) has",pre,1453,"mis-attribution of age or time period, mis-attribution of occupation",Karina
sociology,geography,"James Morris Blaut works as a freelance writer in New York City. His work has appeared in The New York Times, The Washington Post, and Esquire. You can reach him at morrisblaut@gmail.com.A group of young Muslim women from Toronto have taken on a cause that is not their own. They're taking on the Canadian government's ban on face veils in public. They're calling it #NoFaceVeils. They're calling it",pre,1453,mis-attribution of occupation,Karina
